symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
PARAG PARIKH ARBITRAGE FUND - DIRECT PLAN,INF879O01225,2025-07-02,BSE,MF,,sell,false,17728.856000,11.282200,1945441485,1945441485,2025-07-02T00:00:00
BANDHAN SMALL CAP FUND - DIRECT PLAN,INF194KB1AL4,2025-07-07,BSE,MF,,buy,false,8413.713000,51.382000,1951843884,1951843884,2025-07-07T00:00:00
PARAG PARIKH FLEXI CAP FUND - DIRECT PLAN,INF879O01027,2025-07-07,BSE,MF,,buy,false,4101.093000,92.653600,1951612032,1951612032,2025-07-07T00:00:00
PARAG PARIKH ARBITRAGE FUND - DIRECT PLAN,INF879O01225,2025-08-01,BSE,MF,,sell,false,17647.900000,11.348300,2004026362,2004026362,2025-08-01T00:00:00
PARAG PARIKH FLEXI CAP FUND - DIRECT PLAN,INF879O01027,2025-08-05,BSE,MF,,buy,false,2185.382000,91.512600,2022866944,2022866944,2025-08-05T00:00:00
PARAG PARIKH ARBITRAGE FUND-DIRECT PLAN-GROWTH,INF879O01225,2025-09-08,BSE,MF,,buy,false,122820.270000,11.398200,2090730344,2090730344,2025-09-08T00:00:00
PARAG PARIKH ARBITRAGE FUND-DIRECT PLAN-GROWTH,INF879O01225,2025-10-08,BSE,MF,,sell,false,43690.000000,11.458600,2165414348,2165414348,2025-10-08T00:00:00
PARAG PARIKH DYNAMIC ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,INF879O01266,2025-10-27,BSE,MF,,sell,false,62282.940000,11.519600,2204419859,2204419859,2025-10-27T00:00:00
BANDHAN SMALL CAP FUND DIRECT PLAN-GROWTH,INF194KB1AL4,2025-10-29,BSE,MF,,buy,false,6133.273000,52.987000,2207704973,2207704973,2025-10-29T00:00:00
PARAG PARIKH FLEXI CAP FUND - DIRECT PLAN GROWTH,INF879O01027,2025-11-28,BSE,MF,,buy,false,631.535000,95.001900,2279241986,2279241986,2025-11-28T00:00:00
BANDHAN SMALL CAP FUND DIRECT PLAN-GROWTH,INF194KB1AL4,2025-12-01,BSE,MF,,buy,false,1933.092000,51.728000,2280075944,2280075944,2025-12-01T00:00:00
BANDHAN SMALL CAP FUND DIRECT PLAN-GROWTH,INF194KB1AL4,2025-12-01,BSE,MF,,buy,false,1933.092000,51.728000,2280075860,2280075860,2025-12-01T00:00:00
PARAG PARIKH ARBITRAGE FUND - DIRECT PLAN GROWTH,INF879O01225,2026-01-27,NSE,MF,,sell,false,128500.000000,11.667500,460240005682,460240005682,2026-01-27T00:00:00
ICICI PRUDENTIAL NASDAQ 100 INDEX FUND - DIRECT PLAN - GROWTH,INF109KC1U50,2026-01-28,BSE,MF,,buy,false,9632.084000,20.762900,2429679749,2429679749,2026-01-28T00:00:00
ICICI PRUDENTIAL NASDAQ 100 INDEX FUND - DIRECT PLAN - GROWTH,INF109KC1U50,2026-02-03,BSE,MF,,buy,false,10026.270000,19.946600,2445570825,2445570825,2026-02-03T00:00:00
PARAG PARIKH FLEXI CAP FUND - DIRECT PLAN GROWTH,INF879O01027,2026-02-04,BSE,MF,,buy,false,7970.973000,94.086700,2449053333,2449053333,2026-02-04T00:00:00
